@SampleID:
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
818.1	strain	2|976|200643|171549|815|816|818|818.1	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides thetaiotaomicron|Bacteroides thetaiotaomicron strain	0.8221	GCF_022453665.1	80
210.1	strain	2|1224|29547|213849|72293|209|210|210.1	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori|Helicobacter pylori strain	0.9408	GCF_003050665.1	51
1219061.1	strain	2|1224|1236|135623|641|662|672|1219061.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio vulnificus|Vibrio vulnificus NBRC 15645 = ATCC 27562 strain	0.5933	GCF_001591065.1	39
28450.2	strain	2|1224|28216|80840|119060|32008|28450|28450.2	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia pseudomallei|Burkholderia pseudomallei strain	0.8637	GCF_006538545.1	57
1121088.1	strain	2|1239|91061|1385|186817|1386|1398|1121088.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus coagulans|Bacillus coagulans DSM 1 = ATCC 7050 strain	0.5592	GCF_000290615.1	23
470.3	strain	2|1224|1236|72274|468|469|470|470.3	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter baumannii|Acinetobacter baumannii strain	1.0810	GCF_024618585.1	83
1463164.1	strain	2|1224|1236|91347|543|570|1463165|1463164.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella quasipneumoniae|Klebsiella quasipneumoniae subsp. similipneumoniae strain	1.0374	GCF_020525685.1	76
196627.2	strain	2|201174|1760|85007|1653|1716|1718|196627.2	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium glutamicum|Corynebacterium glutamicum ATCC 13032 strain	0.9652	GCF_000011325.1	15
99287.1	strain	2|1224|1236|91347|543|590|28901|99287.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 strain	1.0151	GCF_000006945.2	4
1217420.1	strain	2|1239|91061|186826|33958|1578|1584|1217420.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus delbrueckii|Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046 strain	1.6472	GCF_001888925.1	47
210.2	strain	2|1224|29547|213849|72293|209|210|210.2	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori|Helicobacter pylori strain	0.7665	GCF_025998455.1	84
93061.1	strain	2|1239|91061|1385|90964|1279|1280|93061.1	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus|Staphylococcus aureus subsp. aureus NCTC 8325 strain	0.8270	GCF_000013425.1	17
1313.1	strain	2|1239|91061|186826|1300|1301|1313|1313.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae|Streptococcus pneumoniae strain	0.5180	GCF_001457635.1	37
1282.3	strain	2|1239|91061|1385|90964|1279|1282|1282.3	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus epidermidis|Staphylococcus epidermidis strain	0.6839	GCF_006742205.1	60
203124.1	strain	2|1117||1150|1892252|1205|1206|203124.1	Bacteria|Cyanobacteria||Oscillatoriales|Microcoleaceae|Trichodesmium|Trichodesmium erythraeum|Trichodesmium erythraeum IMS101 strain	0.8122	GCF_000014265.1	18
571.1	strain	2|1224|1236|91347|543|570|571|571.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella oxytoca|Klebsiella oxytoca strain	0.7550	GCF_900636985.1	97
649758.2	strain	2|1239|91061|186826|33958|1578|1580|649758.2	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus brevis|Lactobacillus brevis ATCC 14869 = DSM 20054 strain	1.0987	GCF_001433855.1	36
1121088.2	strain	2|1239|91061|1385|186817|1386|1398|1121088.2	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus coagulans|Bacillus coagulans DSM 1 = ATCC 7050 strain	1.3610	GCF_000832905.1	30
818.2	strain	2|976|200643|171549|815|816|818|818.2	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides thetaiotaomicron|Bacteroides thetaiotaomicron strain	0.9677	GCF_900445595.1	93
818.3	strain	2|976|200643|171549|815|816|818|818.3	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides thetaiotaomicron|Bacteroides thetaiotaomicron strain	1.1000	GCF_014131755.1	64
1219061.2	strain	2|1224|1236|135623|641|662|672|1219061.2	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio vulnificus|Vibrio vulnificus NBRC 15645 = ATCC 27562 strain	0.7808	GCF_002224265.1	50
1509.2	strain	2|1239|186801|186802|31979|1485|1509|1509.2	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sporogenes|Clostridium sporogenes strain	0.8597	GCF_001020205.1	33
931276.1	strain	2|1239|186801|186802|31979|1485|36745|931276.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium saccharoperbutylacetonicum|Clostridium saccharoperbutylacetonicum N1-4(HMT) strain	0.8689	GCF_000340885.1	24
1502.1	strain	2|1239|186801|186802|31979|1485|1502|1502.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium perfringens|Clostridium perfringens strain	0.7336	GCF_016027375.1	66
1509.3	strain	2|1239|186801|186802|31979|1485|1509|1509.3	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sporogenes|Clostridium sporogenes strain	1.0485	GCF_000973705.1	32
1509.4	strain	2|1239|186801|186802|31979|1485|1509|1509.4	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sporogenes|Clostridium sporogenes strain	1.5997	GCF_002008145.1	48
1812934.1	strain	2|1224|1236|91347|543|547|1812934|1812934.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter cloacae complex 'Hoffmann cluster III'|Enterobacter cloacae complex 'Hoffmann cluster III' strain	0.9001	GCF_001729745.1	45
261594.1	strain	2|1239|91061|1385|186817|1386|1392|261594.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus anthracis|Bacillus anthracis str. 'Ames Ancestor' strain	0.9865	GCF_000008445.1	9
818.4	strain	2|976|200643|171549|815|816|818|818.4	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides thetaiotaomicron|Bacteroides thetaiotaomicron strain	0.8620	GCF_016103195.1	67
28450.3	strain	2|1224|28216|80840|119060|32008|28450|28450.3	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia pseudomallei|Burkholderia pseudomallei strain	1.0638	GCF_001182285.1	34
1492.1	strain	2|1239|186801|186802|31979|1485|1492|1492.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium butyricum|Clostridium butyricum strain	1.2077	GCF_014131795.1	65
1223504.1	strain	2|1224|1236|91347|1903414|581|582|1223504.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Morganella|Morganella morganii|Morganella morganii subsp. morganii NBRC 3848 strain	0.7368	GCF_001598895.1	43
549.1	strain	2|1224|1236|91347|1903409|53335|549|549.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea agglomerans|Pantoea agglomerans strain	0.5892	GCF_019048385.1	71
470.4	strain	2|1224|1236|72274|468|469|470|470.4	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter baumannii|Acinetobacter baumannii strain	0.9998	GCF_000931755.1	31
224308.1	strain	2|1239|91061|1385|186817|1386|1423|224308.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus subtilis|Bacillus subtilis subsp. subtilis str. 168 strain	0.9228	GCF_000009045.1	12
226185.1	strain	2|1239|91061|186826|81852|1350|1351|226185.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis V583 strain	1.5502	GCF_000007785.1	7
198094.1	strain	2|1239|91061|1385|186817|1386|1392|198094.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus anthracis|Bacillus anthracis str. Ames strain	1.1585	GCF_000007845.1	8
1492.2	strain	2|1239|186801|186802|31979|1485|1492|1492.2	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium butyricum|Clostridium butyricum strain	1.7125	GCF_006742065.1	59
1291742.1	strain	2|1239|91061|186826|33958|1578|1193095|1291742.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus hokkaidonensis|Lactobacillus hokkaidonensis JCM 18461 strain	1.5811	GCF_000829395.1	29
571.2	strain	2|1224|1236|91347|543|570|571|571.2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella oxytoca|Klebsiella oxytoca strain	1.0258	GCF_020115535.1	75
169963.1	strain	2|1239|91061|1385|186820|1637|1639|169963.1	Bacteria|Firmicutes|Bacilli|Bacillales|Listeriaceae|Listeria|Listeria monocytogenes|Listeria monocytogenes EGD-e strain	0.8796	GCF_000196035.1	20
224914.1	strain	2|1224|28211|356|118882|234|29459|224914.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Brucella|Brucella melitensis|Brucella melitensis bv. 1 str. 16M strain	1.4349	GCF_000007125.1	5
1463165.1	strain	2|1224|1236|91347|543|570|1463165|1463165.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella quasipneumoniae|Klebsiella quasipneumoniae strain	0.8514	GCF_020099175.1	73
1348623.1	strain	2|1239|91061|1385|186817|1386|1404|1348623.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus megaterium|Bacillus megaterium NBRC 15308 = ATCC 14581 strain	1.1717	GCF_006094495.1	56
727.1	strain	2|1224|1236|135625|712|724|727|727.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus influenzae|Haemophilus influenzae strain	1.0139	GCF_020736045.1	78
204722.1	strain	2|1224|28211|356|118882|234|29461|204722.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Brucella|Brucella suis|Brucella suis 1330 strain	1.0529	GCF_000007505.1	6
727.2	strain	2|1224|1236|135625|712|724|727|727.2	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus influenzae|Haemophilus influenzae strain	0.6735	GCF_001457655.1	38
208964.1	strain	2|1224|1236|72274|135621|286|287|208964.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas aeruginosa|Pseudomonas aeruginosa PAO1 strain	1.8264	GCF_000006765.1	2
224308.2	strain	2|1239|91061|1385|186817|1386|1423|224308.2	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus subtilis|Bacillus subtilis subsp. subtilis str. 168 strain	0.5910	GCF_013009385.1	63
1028307.1	strain	2|1224|1236|91347|543|570|548|1028307.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|[Enterobacter] aerogenes|Enterobacter aerogenes KCTC 2190 strain	0.6224	GCF_000215745.1	22
1463165.2	strain	2|1224|1236|91347|543|570|1463165|1463165.2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella quasipneumoniae|Klebsiella quasipneumoniae strain	1.3912	GCF_020115515.1	74
40324.4	strain	2|1224|1236|135614|32033|40323|40324|40324.4	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas maltophilia|Stenotrophomonas maltophilia strain	1.2153	GCF_900186865.1	91
1313.2	strain	2|1239|91061|186826|1300|1301|1313|1313.2	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae|Streptococcus pneumoniae strain	1.1398	GCF_001679535.1	44
210.3	strain	2|1224|29547|213849|72293|209|210|210.3	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori|Helicobacter pylori strain	0.9119	GCF_004295525.1	53
1218097.1	strain	2|1224|1236|91347|543|570|571|1218097.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella oxytoca|Klebsiella oxytoca NBRC 105695 strain	0.9375	GCF_001598695.1	42
470.5	strain	2|1224|1236|72274|468|469|470|470.5	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter baumannii|Acinetobacter baumannii strain	0.5465	GCF_900444725.1	92
1309.5	strain	2|1239|91061|186826|1300|1301|1309|1309.5	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus mutans|Streptococcus mutans strain	0.8693	GCF_044360185.1	89
386585.1	strain	2|1224|1236|91347|543|561|562|386585.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli O157:H7 str. Sakai strain	1.1505	GCF_000008865.2	11
1504.1	strain	2|1239|186801|186802|31979|1485|1504|1504.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium septicum|Clostridium septicum strain	0.7387	GCF_020736665.1	79
1504.2	strain	2|1239|186801|186802|31979|1485|1504|1504.2	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium septicum|Clostridium septicum strain	0.6377	GCF_003606265.1	52
170187.1	strain	2|1239|91061|186826|1300|1301|1313|170187.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae|Streptococcus pneumoniae TIGR4 strain	0.9748	GCF_000006885.1	3
1348623.2	strain	2|1239|91061|1385|186817|1386|1404|1348623.2	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus megaterium|Bacillus megaterium NBRC 15308 = ATCC 14581 strain	1.3999	GCF_001591525.1	40
287.1	strain	2|1224|1236|72274|135621|286|287|287.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas aeruginosa|Pseudomonas aeruginosa strain	0.8836	GCF_900106225.1	90
1282.4	strain	2|1239|91061|1385|90964|1279|1282|1282.4	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus epidermidis|Staphylococcus epidermidis strain	1.1965	GCF_900458605.1	94
195103.1	strain	2|1239|186801|186802|31979|1485|1502|195103.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium perfringens|Clostridium perfringens ATCC 13124 strain	1.2657	GCF_000013285.1	16
180434.2	strain	2|1224|1236|91347|1903414|581|582|180434.2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Morganella|Morganella morganii|Morganella morganii subsp. morganii strain	0.5889	GCF_040560265.1	88
1217420.2	strain	2|1239|91061|186826|33958|1578|1584|1217420.2	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus delbrueckii|Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046 strain	0.9073	GCF_000387565.1	26
