@SampleID:
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
192.1	strain	2|1224|28211|204441|2829815|191|192|192.1	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodospirillales|Azospirillaceae|Azospirillum|Azospirillum brasilense|Azospirillum brasilense strain	0.4676	GCF_005222205.1_ASM522220v1	192
195.1	strain	2|29547|3031852|213849|72294|194|195|195.1	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter coli|Campylobacter coli strain	4.2562	GCF_024752555.1_ASM2475255v1	195
196.1	strain	2|29547|3031852|213849|72294|194|196|196.1	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter fetus|Campylobacter fetus strain	0.7939	GCF_000759485.1_ASM75948v1	196
197.1	strain	2|29547|3031852|213849|72294|194|197|197.1	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter jejuni|Campylobacter jejuni strain	0.3102	GCF_912579705.1_CJ121364	197
198.1	strain	2|29547|3031852|213849|72294|194|198|198.1	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter hyointestinalis|Campylobacter hyointestinalis strain	1.6847	GCF_005844045.1_ASM584404v1	198
198.2	strain	2|29547|3031852|213849|72294|194|198|198.2	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter hyointestinalis|Campylobacter hyointestinalis strain	0.2678	GCF_001643955.1_ASM164395v1	198
198.3	strain	2|29547|3031852|213849|72294|194|198|198.3	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter hyointestinalis|Campylobacter hyointestinalis strain	0.9698	GCF_902385735.1_UHGG_MGYG-HGUT-02307	198
199.1	strain	2|29547|3031852|213849|72294|194|199|199.1	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter concisus|Campylobacter concisus strain	0.1377	GCF_015680025.1_ASM1568002v1	199
199.2	strain	2|29547|3031852|213849|72294|194|199|199.2	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter concisus|Campylobacter concisus strain	0.2432	GCF_000017725.2_ASM1772v2	199
199.3	strain	2|29547|3031852|213849|72294|194|199|199.3	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter concisus|Campylobacter concisus strain	0.9593	GCF_003048375.1_ASM304837v1	199
200.1	strain	2|29547|3031852|213849|72294|194|200|200.1	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter curvus|Campylobacter curvus strain	1.5620	GCF_000017465.2_ASM1746v2	200
201.1	strain	2|29547|3031852|213849|72294|194|201|201.1	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter lari|Campylobacter lari strain	0.9376	GCF_001017575.1_ASM101757v1	201
201.2	strain	2|29547|3031852|213849|72294|194|201|201.2	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter lari|Campylobacter lari strain	0.7241	GCF_900638335.1_57141_E01	201
201.3	strain	2|29547|3031852|213849|72294|194|201|201.3	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter lari|Campylobacter lari strain	0.6128	GCF_000816405.1_ASM81640v1	201
202.1	strain	2|29547|3031852|213849|72294|194|202|202.1	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter mucosalis|Campylobacter mucosalis strain	0.2124	GCF_004803775.1_ASM480377v1	202
206.1	strain	2|29547|3031852|213849|72294|194|206|206.1	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter sputorum|Campylobacter sputorum strain	0.4204	GCF_002220775.1_ASM222077v1	206
206.2	strain	2|29547|3031852|213849|72294|194|206|206.2	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter sputorum|Campylobacter sputorum strain	0.5309	GCF_002220735.1_ASM222073v1	206
206.3	strain	2|29547|3031852|213849|72294|194|206|206.3	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter sputorum|Campylobacter sputorum strain	2.0808	GCF_002220755.1_ASM222075v1	206
210.1	strain	2|29547|3031852|213849|72293|209|210|210.1	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori|Helicobacter pylori strain	1.0948	GCF_000498335.1_ASM49833v1	210
210.2	strain	2|29547|3031852|213849|72293|209|210|210.2	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori|Helicobacter pylori strain	0.1644	GCF_006337405.1_ASM633740v1	210
210.3	strain	2|29547|3031852|213849|72293|209|210|210.3	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori|Helicobacter pylori strain	1.0757	GCF_020735805.1_ASM2073580v1	210
213.1	strain	2|29547|3031852|213849|72293|209|213|213.1	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter cinaedi|Helicobacter cinaedi strain	0.5682	GCF_003213825.2_ASM321382v2	213
213.2	strain	2|29547|3031852|213849|72293|209|213|213.2	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter cinaedi|Helicobacter cinaedi strain	0.4370	GCF_003214155.2_ASM321415v2	213
213.3	strain	2|29547|3031852|213849|72293|209|213|213.3	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter cinaedi|Helicobacter cinaedi strain	1.3935	GCF_000349975.1_ASM34997v1	213
235.1	strain	2|1224|28211|356|118882|234|235|235.1	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Brucellaceae|Brucella|Brucella abortus|Brucella abortus strain	2.0324	GCF_000740135.1_ASM74013v1	235
235.2	strain	2|1224|28211|356|118882|234|235|235.2	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Brucellaceae|Brucella|Brucella abortus|Brucella abortus strain	1.8580	GCF_000740155.1_ASM74015v1	235
238.1	strain	2|976|117743|200644|2762318|308865|238|238.1	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Elizabethkingia|Elizabethkingia meningoseptica|Elizabethkingia meningoseptica strain	0.3776	GCF_002022145.1_ASM202214v1	238
238.2	strain	2|976|117743|200644|2762318|308865|238|238.2	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Elizabethkingia|Elizabethkingia meningoseptica|Elizabethkingia meningoseptica strain	0.6084	GCF_011612125.1_ASM1161212v1	238
247.1	strain	2|976|117743|200644|2762318|59734|247|247.1	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Empedobacter|Empedobacter brevis|Empedobacter brevis strain	1.0827	GCF_009834475.1_ASM983447v1	247
253.1	strain	2|976|117743|200644|2762318|59732|253|253.1	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium|Chryseobacterium indologenes|Chryseobacterium indologenes strain	1.9335	GCF_002208925.2_ASM220892v2	253
253.2	strain	2|976|117743|200644|2762318|59732|253|253.2	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium|Chryseobacterium indologenes|Chryseobacterium indologenes strain	0.5221	GCF_016694815.1_ASM1669481v1	253
254.1	strain	2|976|117743|200644|2762318|59732|254|254.1	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium|Chryseobacterium indoltheticum|Chryseobacterium indoltheticum strain	0.6799	GCF_003815915.1_ASM381591v1	254
254.2	strain	2|976|117743|200644|2762318|59732|254|254.2	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium|Chryseobacterium indoltheticum|Chryseobacterium indoltheticum strain	0.2969	GCF_003815895.1_ASM381589v1	254
254.3	strain	2|976|117743|200644|2762318|59732|254|254.3	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium|Chryseobacterium indoltheticum|Chryseobacterium indoltheticum strain	0.2738	GCF_016657085.1_ASM1665708v1	254
256.1	strain	2|976|117743|200644|49546|76831|256|256.1	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides odoratus|Myroides odoratus strain	1.6696	GCF_016726985.1_ASM1672698v1	256
256.2	strain	2|976|117743|200644|49546|76831|256|256.2	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides odoratus|Myroides odoratus strain	2.7236	GCF_016727005.1_ASM1672700v1	256
263.1	strain	2|1224|1236|72273|34064|262|263|263.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella tularensis|Francisella tularensis strain	0.7532	GCF_000833355.1_ASM83335v1	263
274.1	strain	2|1297|188787|68933|188786|270|274|274.1	Bacteria|Deinococcota|Deinococci|Thermales|Thermaceae|Thermus|Thermus thermophilus|Thermus thermophilus strain	1.9828	GCF_022846355.1_ASM2284635v1	274
285.1	strain	2|1224|28216|80840|80864|283|285|285.1	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Comamonas|Comamonas testosteroni|Comamonas testosteroni strain	1.1127	GCF_014076415.1_ASM1407641v1	285
285.2	strain	2|1224|28216|80840|80864|283|285|285.2	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Comamonas|Comamonas testosteroni|Comamonas testosteroni strain	0.4496	GCF_029026905.1_ASM2902690v1	285
287.1	strain	2|1224|1236|72274|135621|286|287|287.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas aeruginosa|Pseudomonas aeruginosa strain	1.1125	GCF_029961525.1_ASM2996152v1	287
287.2	strain	2|1224|1236|72274|135621|286|287|287.2	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas aeruginosa|Pseudomonas aeruginosa strain	3.2077	GCF_002192495.1_ASM219249v1	287
292.1	strain	2|1224|28216|80840|119060|32008|292|292.1	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia cepacia|Burkholderia cepacia strain	0.7781	GCF_009586235.1_ASM958623v1	292
292.2	strain	2|1224|28216|80840|119060|32008|292|292.2	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia cepacia|Burkholderia cepacia strain	3.2854	GCF_023374475.1_ASM2337447v1	292
294.1	strain	2|1224|1236|72274|135621|286|294|294.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas fluorescens|Pseudomonas fluorescens strain	0.0760	GCF_001747385.1_ASM174738v1	294
294.2	strain	2|1224|1236|72274|135621|286|294|294.2	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas fluorescens|Pseudomonas fluorescens strain	1.6838	GCF_016728065.1_ASM1672806v1	294
296.1	strain	2|1224|1236|72274|135621|286|296|296.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas fragi|Pseudomonas fragi strain	0.8691	GCF_002128325.1_ASM212832v1	296
300.1	strain	2|1224|1236|72274|135621|286|300|300.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas mendocina|Pseudomonas mendocina strain	0.6140	GCF_017798225.1_ASM1779822v1	300
301.1	strain	2|1224|1236|72274|135621|286|301|301.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas oleovorans|Pseudomonas oleovorans strain	0.8728	GCF_029814875.1_ASM2981487v1	301
301.2	strain	2|1224|1236|72274|135621|286|301|301.2	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas oleovorans|Pseudomonas oleovorans strain	0.1343	GCF_000297075.2_Ppseudo_final	301
303.1	strain	2|1224|1236|72274|135621|286|303|303.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas putida|Pseudomonas putida strain	0.6594	GCF_000281215.1_ASM28121v1	303
305.1	strain	2|1224|28216|80840|119060|48736|305|305.1	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|Ralstonia solanacearum|Ralstonia solanacearum strain	1.1082	GCF_015698365.1_ASM1569836v1	305
316.1	strain	2|1224|1236|72274|135621|2901164|316|316.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Stutzerimonas|Stutzerimonas stutzeri|Stutzerimonas stutzeri strain	3.0387	GCF_024972815.1_ASM2497281v1	316
316.2	strain	2|1224|1236|72274|135621|2901164|316|316.2	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Stutzerimonas|Stutzerimonas stutzeri|Stutzerimonas stutzeri strain	0.5040	GCF_003008495.1_ASM300849v1	316
317.1	strain	2|1224|1236|72274|135621|286|317|317.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas syringae|Pseudomonas syringae strain	0.3882	GCF_000452605.2_ASM45260v3	317
337.1	strain	2|1224|28216|80840|119060|32008|337|337.1	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia glumae|Burkholderia glumae strain	0.5116	GCF_024760625.1_ASM2476062v1	337
337.2	strain	2|1224|28216|80840|119060|32008|337|337.2	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia glumae|Burkholderia glumae strain	1.8316	GCF_013122645.1_ASM1312264v1	337
339.1	strain	2|1224|1236|135614|32033|338|339|339.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas campestris|Xanthomonas campestris strain	1.0803	GCF_000012105.1_ASM1210v1	339
339.2	strain	2|1224|1236|135614|32033|338|339|339.2	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas campestris|Xanthomonas campestris strain	0.4988	GCF_023206795.1_ASM2320679v1	339
343.1	strain	2|1224|1236|135614|32033|338|343|343.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas translucens|Xanthomonas translucens strain	1.2754	GCF_023221635.1_ASM2322163v1	343
343.2	strain	2|1224|1236|135614|32033|338|343|343.2	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas translucens|Xanthomonas translucens strain	0.8769	GCF_017301695.1_ASM1730169v1	343
343.3	strain	2|1224|1236|135614|32033|338|343|343.3	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas translucens|Xanthomonas translucens strain	1.9215	GCF_003050685.1_ASM305068v1	343
346.1	strain	2|1224|1236|135614|32033|338|346|346.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas citri|Xanthomonas citri strain	0.4272	GCF_002019265.2_ASM201926v2	346
346.2	strain	2|1224|1236|135614|32033|338|346|346.2	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas citri|Xanthomonas citri strain	0.5984	GCF_002288585.1_ASM228858v1	346
347.1	strain	2|1224|1236|135614|32033|338|347|347.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas oryzae|Xanthomonas oryzae strain	0.5646	GCF_001042735.1_ASM104273v1	347
353.1	strain	2|1224|1236|72274|135621|352|353|353.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Azotobacter|Azotobacter chroococcum|Azotobacter chroococcum strain	0.2153	GCF_002220155.1_ASM222015v1	353
353.2	strain	2|1224|1236|72274|135621|352|353|353.2	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Azotobacter|Azotobacter chroococcum|Azotobacter chroococcum strain	1.0490	GCF_016406165.1_ASM1640616v1	353
353.3	strain	2|1224|1236|72274|135621|352|353|353.3	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Azotobacter|Azotobacter chroococcum|Azotobacter chroococcum strain	1.0164	GCF_000817975.1_ASM81797v1	353
354.1	strain	2|1224|1236|72274|135621|352|354|354.1	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Azotobacter|Azotobacter vinelandii|Azotobacter vinelandii strain	0.8073	GCF_030506185.1_ASM3050618v1	354
354.2	strain	2|1224|1236|72274|135621|352|354|354.2	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Azotobacter|Azotobacter vinelandii|Azotobacter vinelandii strain	0.6506	GCF_000380335.1_ASM38033v1	354
