dataset_label	dataset_id	short_coverage	method	method_id	run_id	software_revision	config_match	candidate_status	expected_parameters	actual_parameters	evaluation_tool	ambiguity_score	report_status	resource_status	CPU(h)	WallTime(h)	Memory(GB)	mismatches_per_100_kbp	indels_per_100_kbp	haplotype_coverage_percent	local_misassemblies	contigs_number	residual_errors_per_100_kbp	metric_rank_within_config	is_metric_best	is_recommended	selection_reason	run_config	provenance	report	resource_log
arabidopsis	arabidopsis	30x	FMLRC	fmlrc	arabidopsis_30x_fmlrc_original_k21_k59	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	quast	NA	present	present	24.684	0.480	6.390	718.73	728.49	98.143	78220	544770	1447.22	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/30x_fmlrc.yaml	benchmark/runs/arabidopsis_30x/arabidopsis_30x_fmlrc_original_k21_k59/benchmark/provenance.json	benchmark/runs/arabidopsis_30x/arabidopsis_30x_fmlrc_original_k21_k59/output/short_30x/fmlrc/quast/report.tsv	benchmark/runs/arabidopsis_30x/arabidopsis_30x_fmlrc_original_k21_k59/benchmark/short_30x/fmlrc/resources.time.txt
arabidopsis	arabidopsis	30x	F_HERO	f_hero	arabidopsis_30x_f_hero_original_k21_k59_hs10_hi1	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	quast	NA	present	present	698.574	13.874	44.665	1134.25	1042.89	96.862	200219	543881	2177.14	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/30x_f_hero.yaml	benchmark/runs/arabidopsis_30x/arabidopsis_30x_f_hero_original_k21_k59_hs10_hi1/benchmark/provenance.json	benchmark/runs/arabidopsis_30x/arabidopsis_30x_f_hero_original_k21_k59_hs10_hi1/output/short_30x/f_hero/quast/report.tsv	benchmark/runs/arabidopsis_30x/arabidopsis_30x_f_hero_original_k21_k59_hs10_hi1/benchmark/short_30x/f_hero/resources.time.txt
arabidopsis	arabidopsis	30x	Ratatosk	ratatosk	arabidopsis_30x_ratatosk_original_k21_k31	original_or_legacy	exact	complete	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	quast	NA	present	present	154.970	2.689	8.985	709.14	723.57	97.698	56890	545457	1432.71	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/30x_ratatosk.yaml	benchmark/runs/arabidopsis_30x/arabidopsis_30x_ratatosk_original_k21_k31/benchmark/provenance.json	benchmark/runs/arabidopsis_30x/arabidopsis_30x_ratatosk_original_k21_k31/output/short_30x/ratatosk/quast/report.tsv	benchmark/runs/arabidopsis_30x/arabidopsis_30x_ratatosk_original_k21_k31/benchmark/short_30x/ratatosk/resources.time.txt
arabidopsis	arabidopsis	30x	R_HERO	r_hero	arabidopsis_30x_r_hero_original_k21_k31_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	quast	NA	present	present	1549.107	31.477	70.863	1150.61	1189.97	96.523	137077	543243	2340.58	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/30x_r_hero.yaml	benchmark/runs/arabidopsis_30x/arabidopsis_30x_r_hero_original_k21_k31_hs10_hi1/benchmark/provenance.json	benchmark/runs/arabidopsis_30x/arabidopsis_30x_r_hero_original_k21_k31_hs10_hi1/output/short_30x/r_hero/quast/report.tsv	benchmark/runs/arabidopsis_30x/arabidopsis_30x_r_hero_original_k21_k31_hs10_hi1/benchmark/short_30x/r_hero/resources.time.txt
arabidopsis	arabidopsis	30x	LoRDEC	lordec	arabidopsis_30x_lordec_original_k39_ls5	original_or_legacy	exact	complete	"{""lordec_k"":39,""lordec_solid"":5}"	"{""lordec_k"":39,""lordec_solid"":5}"	quast	NA	present	present	35.615	0.657	5.762	1291.21	1704.13	93.901	17116	545794	2995.34	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/30x_lordec.yaml	benchmark/runs/arabidopsis_30x/arabidopsis_30x_lordec_original_k39_ls5/benchmark/provenance.json	benchmark/runs/arabidopsis_30x/arabidopsis_30x_lordec_original_k39_ls5/output/short_30x/lordec/quast/report.tsv	benchmark/runs/arabidopsis_30x/arabidopsis_30x_lordec_original_k39_ls5/benchmark/short_30x/lordec/resources.time.txt
arabidopsis	arabidopsis	30x	L_HERO	l_hero	arabidopsis_30x_l_hero_original_k39_ls5_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":39,""lordec_solid"":5}"	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":39,""lordec_solid"":5}"	quast	NA	present	present	1142.068	26.058	61.026	1109.21	1264.94	90.861	79919	545153	2374.15	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/30x_l_hero.yaml	benchmark/runs/arabidopsis_30x/arabidopsis_30x_l_hero_original_k39_ls5_hs10_hi1/benchmark/provenance.json	benchmark/runs/arabidopsis_30x/arabidopsis_30x_l_hero_original_k39_ls5_hs10_hi1/output/short_30x/l_hero/quast/report.tsv	benchmark/runs/arabidopsis_30x/arabidopsis_30x_l_hero_original_k39_ls5_hs10_hi1/benchmark/short_30x/l_hero/resources.time.txt
arabidopsis	arabidopsis	30x	CoLoRMap	colormap	arabidopsis_30x_colormap_original	original_or_legacy	exact	complete	{}	{}	quast	NA	present	present	54.085	8.002	103.246	885.78	947.07	99.585	63362	546222	1832.85	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/30x_colormap.yaml	benchmark/runs/arabidopsis_30x/arabidopsis_30x_colormap_original/benchmark/provenance.json	benchmark/runs/arabidopsis_30x/arabidopsis_30x_colormap_original/output/short_30x/colormap/quast/report.tsv	benchmark/runs/arabidopsis_30x/arabidopsis_30x_colormap_original/benchmark/short_30x/colormap/resources.time.txt
arabidopsis	arabidopsis	30x	Proovread	proovread	arabidopsis_30x_proovread_original	original_or_legacy	exact	complete	{}	{}	quast	NA	present	present	1345.324	35.128	102.520	704.59	591.48	99.806	71184	447580	1296.07	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/30x_proovread.yaml	benchmark/runs/arabidopsis_30x/arabidopsis_30x_proovread_original/benchmark/provenance.json	benchmark/runs/arabidopsis_30x/arabidopsis_30x_proovread_original/output/short_30x/proovread/quast/report.tsv	benchmark/runs/arabidopsis_30x/arabidopsis_30x_proovread_original/benchmark/short_30x/proovread/resources.time.txt
arabidopsis	arabidopsis	32x	DADEC	dadec	arabidopsis_32x_dadec_dev_fix_a_k39_k39_s4_a3_a2_t0p1	dev_fix_a	exact	complete	"{""dadec_abundance1"":3,""dadec_abundance2"":2,""dadec_k1"":39,""dadec_k2"":39,""dadec_split"":4,""dadec_threshold"":0.1}"	"{""dadec_abundance1"":3,""dadec_abundance2"":2,""dadec_k1"":39,""dadec_k2"":39,""dadec_split"":4,""dadec_threshold"":0.1}"	quast	NA	present	present	65.693	1.620	14.218	330.01	130.3	99.703	56682	545580	460.31	2	no	yes	exact config; current dev_fix_a revision; best residual-error rank within revision	benchmark/config/runs/arabidopsis/32x_dadec.yaml	benchmark/runs/arabidopsis_32x/arabidopsis_32x_dadec_dev_fix_a_k39_k39_s4_a3_a2_t0p1/benchmark/provenance.json	benchmark/runs/arabidopsis_32x/arabidopsis_32x_dadec_dev_fix_a_k39_k39_s4_a3_a2_t0p1/output/short_32x/dadec/quast/report.tsv	benchmark/runs/arabidopsis_32x/arabidopsis_32x_dadec_dev_fix_a_k39_k39_s4_a3_a2_t0p1/benchmark/short_32x/dadec/resources.time.txt
arabidopsis	arabidopsis	32x	FMLRC	fmlrc	arabidopsis_32x_fmlrc_original_k21_k59	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	quast	NA	present	present	32.182	0.597	6.853	696.39	688.16	98.287	79875	544749	1384.55	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/32x_fmlrc.yaml	benchmark/runs/arabidopsis_32x/arabidopsis_32x_fmlrc_original_k21_k59/benchmark/provenance.json	benchmark/runs/arabidopsis_32x/arabidopsis_32x_fmlrc_original_k21_k59/output/short_32x/fmlrc/quast/report.tsv	benchmark/runs/arabidopsis_32x/arabidopsis_32x_fmlrc_original_k21_k59/benchmark/short_32x/fmlrc/resources.time.txt
arabidopsis	arabidopsis	32x	F_HERO	f_hero	arabidopsis_32x_f_hero_original_k21_k59_hs10_hi1	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	quast	NA	present	present	1764.884	31.765	161.227	901.4	763.06	98.801	166310	544223	1664.46	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/32x_f_hero.yaml	benchmark/runs/arabidopsis_32x/arabidopsis_32x_f_hero_original_k21_k59_hs10_hi1/benchmark/provenance.json	benchmark/runs/arabidopsis_32x/arabidopsis_32x_f_hero_original_k21_k59_hs10_hi1/output/short_32x/f_hero/quast/report.tsv	benchmark/runs/arabidopsis_32x/arabidopsis_32x_f_hero_original_k21_k59_hs10_hi1/benchmark/short_32x/f_hero/resources.time.txt
arabidopsis	arabidopsis	32x	Ratatosk	ratatosk	arabidopsis_32x_ratatosk_original_k21_k31	original_or_legacy	exact	complete	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	quast	NA	present	present	213.915	3.664	9.479	703.91	716.39	97.7	56837	545460	1420.30	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/32x_ratatosk.yaml	benchmark/runs/arabidopsis_32x/arabidopsis_32x_ratatosk_original_k21_k31/benchmark/provenance.json	benchmark/runs/arabidopsis_32x/arabidopsis_32x_ratatosk_original_k21_k31/output/short_32x/ratatosk/quast/report.tsv	benchmark/runs/arabidopsis_32x/arabidopsis_32x_ratatosk_original_k21_k31/benchmark/short_32x/ratatosk/resources.time.txt
arabidopsis	arabidopsis	32x	R_HERO	r_hero	arabidopsis_32x_r_hero_original_k21_k31_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	quast	NA	present	present	1744.545	48.067	121.774	910.45	897.76	98.718	111610	544106	1808.21	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/32x_r_hero.yaml	benchmark/runs/arabidopsis_32x/arabidopsis_32x_r_hero_original_k21_k31_hs10_hi1/benchmark/provenance.json	benchmark/runs/arabidopsis_32x/arabidopsis_32x_r_hero_original_k21_k31_hs10_hi1/output/short_32x/r_hero/quast/report.tsv	benchmark/runs/arabidopsis_32x/arabidopsis_32x_r_hero_original_k21_k31_hs10_hi1/benchmark/short_32x/r_hero/resources.time.txt
arabidopsis	arabidopsis	32x	LoRDEC	lordec	arabidopsis_32x_lordec_original_k39_ls5	original_or_legacy	exact	complete	"{""lordec_k"":39,""lordec_solid"":5}"	"{""lordec_k"":39,""lordec_solid"":5}"	quast	NA	present	present	55.553	1.017	5.721	1263.37	1652.66	94.948	18093	545790	2916.03	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/32x_lordec.yaml	benchmark/runs/arabidopsis_32x/arabidopsis_32x_lordec_original_k39_ls5/benchmark/provenance.json	benchmark/runs/arabidopsis_32x/arabidopsis_32x_lordec_original_k39_ls5/output/short_32x/lordec/quast/report.tsv	benchmark/runs/arabidopsis_32x/arabidopsis_32x_lordec_original_k39_ls5/benchmark/short_32x/lordec/resources.time.txt
arabidopsis	arabidopsis	32x	L_HERO	l_hero	arabidopsis_32x_l_hero_original_k39_ls5_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":39,""lordec_solid"":5}"	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":39,""lordec_solid"":5}"	quast	NA	present	present	1973.986	38.010	77.075	1070.64	1245.75	94.273	68648	545305	2316.39	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/32x_l_hero.yaml	benchmark/runs/arabidopsis_32x/arabidopsis_32x_l_hero_original_k39_ls5_hs10_hi1/benchmark/provenance.json	benchmark/runs/arabidopsis_32x/arabidopsis_32x_l_hero_original_k39_ls5_hs10_hi1/output/short_32x/l_hero/quast/report.tsv	benchmark/runs/arabidopsis_32x/arabidopsis_32x_l_hero_original_k39_ls5_hs10_hi1/benchmark/short_32x/l_hero/resources.time.txt
arabidopsis	arabidopsis	32x	CoLoRMap	colormap	arabidopsis_32x_colormap_original	original_or_legacy	exact	complete	{}	{}	quast	NA	present	present	56.527	7.657	104.885	878.6	931.64	99.599	63562	546229	1810.24	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/32x_colormap.yaml	benchmark/runs/arabidopsis_32x/arabidopsis_32x_colormap_original/benchmark/provenance.json	benchmark/runs/arabidopsis_32x/arabidopsis_32x_colormap_original/output/short_32x/colormap/quast/report.tsv	benchmark/runs/arabidopsis_32x/arabidopsis_32x_colormap_original/benchmark/short_32x/colormap/resources.time.txt
arabidopsis	arabidopsis	32x	Proovread	proovread	arabidopsis_32x_proovread_original	original_or_legacy	exact	complete	{}	{}	quast	NA	present	present	1344.104	32.901	99.702	696.69	581.4	99.794	71709	447564	1278.09	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/arabidopsis/32x_proovread.yaml	benchmark/runs/arabidopsis_32x/arabidopsis_32x_proovread_original/benchmark/provenance.json	benchmark/runs/arabidopsis_32x/arabidopsis_32x_proovread_original/output/short_32x/proovread/quast/report.tsv	benchmark/runs/arabidopsis_32x/arabidopsis_32x_proovread_original/benchmark/short_32x/proovread/resources.time.txt
